DATA_TYPE,BSE_DT,N_ID,TITLE,SUMMARY,SENTIMENT,REASON,RELATED_STOCK_CD,RELATED_STOCK_NM,_INGEST_TS,_INGEST_DATE
1,20260618,3F06A00108445120001620260618,[삼성파운드리-上] TSMC 병목에 수주 기회 열리나…줄서는 빅테크,TSMC 병목으로 삼성전자 파운드리에 글로벌 빅테크 수주 기회 확대.,호재,TSMC의 생산능력 한계로 인해 삼성전자 파운드리가 대형 고객사들의 대안으로 부상하며 신규 수주 기회가 증가할 전망이기 때문입니다.,005930,삼성전자,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F07A00108443406699420260618,"심플랫폼, 美 에코마이크론과 반도체 '피지컬 AI' 글로벌 공략 본격화","심플랫폼, 美 에코마이크론과 MOU 체결해 글로벌 반도체 시장 공략.",호재,글로벌 반도체 기업과의 전략적 협약을 통해 해외 시장 진출 및 사업 확장 기회가 확대되어 긍정적입니다.,444530,심플랫폼,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F07A00108450504816720260618,"뷰노, 2차 병원 연구서 '심정지 21% 감소' 효과 확인…국제 학술지 게재로 '입증'","뷰노, AI 의료기기 효과 국제 학술지 게재 및 임상적 효과 입증.",호재,AI 의료기기의 임상 효과가 국제적으로 입증되어 제품 신뢰도와 시장 확대 가능성이 높아졌기 때문입니다.,338220,뷰노,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F20A00108351500015220260618,"[리포트 브리핑]효성티앤씨, '단기 숨 고르기, 중장기 개선 흐름 지속' 목표가 540,000원 - NH투자증권","효성티앤씨, 중장기 실적 개선 전망에 투자의견 'BUY' 및 목표가 제시.",호재,영업이익 개선 및 밸류에이션 매력 등 중장기 실적 개선 전망으로 긍정적 평가를 받았습니다.,298020,효성티앤씨,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F32A00108464552235720260618,"SK하이닉스, HBM4E 샘플 공급…삼성과 주도권 경쟁 박차","SK하이닉스, HBM4E 샘플 공급 시작하며 삼성전자와 주도권 경쟁.",호재,차세대 메모리 제품 공급으로 기술 경쟁력 강화 및 시장 선점 기대감이 높아졌기 때문입니다.,000660,SK하이닉스,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F47A00208431116382220260618,"국회로 간 비덴트 소액주주들 ""상장폐지 절차 부당""",비덴트가 횡령·배임 의혹으로 상장폐지 심사 중이며 주식 거래가 정지된 상황.,악재,"횡령·배임 사건과 상장폐지 심사, 주식 거래정지 등 주가에 부정적 영향을 미치는 이슈가 중심입니다.",121800,비덴트,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F06A00109013250000220260618,"KB금융, 日 우키시마호 침몰 사건 영상 콘텐츠 공개",KB금융이 우키시마호 침몰 사건 관련 영상 콘텐츠를 공개했다.,소식,"사회공헌 및 역사 관련 콘텐츠 공개로, 기업 실적이나 주가에 직접적 영향이 없는 일반 소식입니다.",105560,KB금융,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F07A00108551200579620260618,"[카드] 조현준 효성 회장, AI 데이터센터 승부수",효성이 AI 데이터센터 시장 공략을 위해 글로벌 기업과 협력에 나섰다.,호재,신사업 진출 및 글로벌 협력은 기업 성장 기대감을 높여 주가에 긍정적 영향을 줄 수 있습니다.,004800,효성,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F06A00108480940000820260618,"하나증권 ""삼전, 성과급 반영에도 이익전망↑…목표가 48만원""",하나증권이 삼성전자 이익 전망을 상향 조정하며 목표주가를 올렸다.,호재,실적 전망 상향과 목표주가 인상은 투자심리에 긍정적으로 작용하는 호재입니다.,005930,삼성전자,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F06A00108511250001720260618,"""AI로 신약개발 승부수""…LG화학, 랩-지니어스와 공동연구",LG화학이 영국 랩-지니어스와 AI 기반 신약 공동연구 계약을 체결했다.,호재,신약 개발을 위한 글로벌 공동연구 및 신사업 진출은 기업 가치 상승에 긍정적입니다.,051910,LG화학,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F20A00108561000019620260618,"[리포트 브리핑]비아이매트릭스, 'AI는 똑똑하게, 데이터는 안전하게' Not Rated - IBK투자증권","비아이매트릭스, AI 부문 매출 성장 및 데이터 보안 경쟁력 부각",호재,"1분기 비수기에도 AI 부문 매출이 성장하고, 생성형 AI 도입 확대와 데이터 보안 경쟁력이 강조되어 긍정적 영향 예상.",413640,비아이매트릭스,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F22A00108531600005820260618,1조3000억 베팅 결실 맺은 포스코인터…인니 팜사업 수직계열화 완성,"포스코인터내셔널, 인도네시아 팜사업 수직계열화 완성 및 사업 확장",호재,"1조3000억원 투자로 인수합병 및 밸류체인 구축, 사업 영역 확대가 실적 개선에 긍정적 영향을 줄 것으로 판단.",047050,포스코인터내셔널,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F22A00108532600005920260618,"가온전선, 美 태양광 발전단지에 송전용 케이블 공급","가온전선, 미국 태양광 발전단지에 송전용 케이블 공급 및 수출 확대",호재,"미국 시장에서 대규모 공급 계약과 수출 증가, AI 인프라 시장 진출이 실적 개선에 긍정적 영향을 줄 것으로 예상.",000500,가온전선,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F22A00108533500006020260618,"하나증권 ""삼성전자, 성과급 반영해도 실적은 전망치 상향""","삼성전자, 실적 전망치 상향 및 DRAM 가격 상승 기대",호재,"반도체 부문 실적이 전망치를 상회하고, DRAM 및 HBM 가격 상승과 주주환원 정책이 긍정적 영향을 미침.",005930,삼성전자,2026-06-18T09:14:08.208Z,2026-06-18
1,20260618,3F23A00108532577437020260618,"‘아직 안 늦었다?’ 스페이스X 계속 싹쓸이…서학개미, 1.7조나 쏟아부었다 [투자360]","서학개미, 스페이스X 상장 후 대규모 매수 및 주가 급등",호재,스페이스X 상장 후 국내 투자자들의 대규모 매수와 주가 급등이 긍정적 투자심리를 반영함.,000660,SK하이닉스,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068336,미래에셋 TIGER 리츠부동산인프라채권 KIS부동산상장지수투자신탁(재간접형) ETF 괴리율 초과 발생,미래에셋 TIGER 리츠부동산인프라채권 ETF의 괴리율 초과 발생 안내.,소식,"ETF의 괴리율 초과는 투자자 유의 안내로, 주가에 직접적 영향이 없는 중립적 정보입니다.",산인프라채권,미래에셋 TIGER 리츠부동산인프라채권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068329,신한 SOL SK하이닉스선물단일종목인버스2X증권상장지수투자신탁[주식-파생형] ETF 괴리율 초과 발생,신한 SOL SK하이닉스선물단일종목인버스2X ETF의 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과는 투자 유의 목적의 공시로, 주가에 직접적 영향을 주지 않는 중립적 소식입니다.",목인버스2X,신한 SOL SK하이닉스선물단일종목인버스2X,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068340,미래에셋 TIGER 미국필라델피아반도체나스닥증권상장지수투자신탁(주식) ETF 괴리율 초과 발생,미래에셋 TIGER 미국필라델피아반도체나스닥 ETF의 괴리율 초과 발생 안내.,소식,"ETF의 괴리율 초과 발생은 투자자 주의 환기 목적의 안내로, 주가 영향이 크지 않은 중립적 정보입니다.",반도체나스닥,미래에셋 TIGER 미국필라델피아반도체나스닥,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068338,미래에셋 TIGER 미국AI반도체팹리스증권상장지수투자신탁(주식) ETF 괴리율 초과 발생,미래에셋 TIGER 미국AI반도체팹리스 ETF의 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과 안내는 투자 유의 공시로, 주가에 직접적인 영향을 주지 않는 중립적 소식입니다.",반도체팹리스,미래에셋 TIGER 미국AI반도체팹리스,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068305,대신증권(주) 상장지수증권 투자유의 안내(대신 인버스 2X 코스닥 150 선물 ETN),대신증권 인버스 2X 코스닥 150 선물 ETN 투자유의 안내 공시.,소식,"투자유의 안내는 투자자 보호 목적의 공시로, 주가에 직접적 영향을 주지 않는 중립적 정보입니다.",003540,대신증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068305,대신증권(주) 상장지수증권 투자유의 안내(대신 인버스 2X 코스닥 150 선물 ETN),대신증권 인버스 2X 코스닥 150 선물 ETN 투자유의 안내 공시.,소식,"투자유의 안내는 투자자 보호 목적의 공시로, 주가에 직접적 영향을 주지 않는 중립적 정보입니다.",510027,대신 인버스 2X 코스닥 150 선물 ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068331,신한 SOL 조선TOP3플러스레버리지증권상장지수투자신탁[주식-파생형] ETF 괴리율 초과 발생,신한 SOL 조선TOP3플러스레버리지 ETF에서 괴리율 초과가 발생했다는 공시.,악재,ETF 괴리율 초과는 투자자에게 불리한 가격 변동을 야기할 수 있어 부정적 이슈로 분류됩니다.,러스레버리지,신한 SOL 조선TOP3플러스레버리지증권상장지수투자신탁,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068301,신한투자증권(주) 상장지수증권 투자유의 안내(신한 인버스 2X 코스닥 150 선물 ETN),신한투자증권이 신한 인버스 2X 코스닥 150 선물 ETN 투자유의 안내를 공시.,소식,"투자유의 안내는 투자자 주의 환기 목적의 일반적 공지로, 주가에 직접적 영향이 없습니다.",500072,신한 인버스 2X 코스닥 150 선물 ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068306,한국투자 ACE 적격TDF2030액티브증권상장지수투자신탁(주식혼합-재간접형) ETF 투자유의 안내,한국투자 ACE 적격TDF2030액티브 ETF에 대한 투자유의 안내 공시.,소식,"투자유의 안내는 투자자 주의 환기 목적의 일반적 공지로, 주가에 직접적 영향이 없습니다.",액티브 적격,한국투자 ACE 적격TDF2030액티브증권상장지수투자신탁,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068341,미래에셋TIGER필라델피아반도체레버리지증권상장지수투자신탁(주식혼합-파생형)(합성) ETF 괴리율 초과 발생,미래에셋TIGER필라델피아반도체레버리지 ETF에서 괴리율 초과가 발생했다는 공시.,악재,ETF 괴리율 초과는 투자자에게 불리한 가격 변동을 야기할 수 있어 부정적 이슈로 분류됩니다.,리지(합성),미래에셋TIGER필라델피아반도체레버리지증권상장지수투자신탁,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068330,신한 SOL 미국AI반도체칩메이커증권상장지수투자신탁[주식] ETF 괴리율 초과 발생,신한 SOL 미국AI반도체칩메이커 ETF에서 괴리율 초과가 발생했다는 공시.,악재,ETF 괴리율 초과는 투자자에게 불리한 가격 변동을 야기할 수 있어 부정적 이슈로 분류됩니다.,도체칩메이커,신한 SOL 미국AI반도체칩메이커증권상장지수투자신탁,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068307,엔에이치투자증권(주) 상장지수증권 투자유의 안내(N2 인버스 레버리지 WTI원유 선물 ETN(H)),엔에이치투자증권 ETN 투자유의 안내 공시.,소식,"투자유의 안내는 투자자 주의 환기 목적의 일반적 공시로, 주가에 직접적 영향이 없습니다.",NH투자증권,엔에이치투자증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068339,미래에셋 TIGER 미국필라델피아AI반도체나스닥증권상장지수투자신탁(주식) ETF 괴리율 초과 발생,미래에셋 TIGER 미국필라델피아AI반도체 ETF 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과는 투자 참고 정보로, 단기적 주가 영향은 제한적입니다.",반도체나스닥,미래에셋,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068302,삼성증권(주) 상장지수증권 투자유의 안내(삼성 인버스 2X 코스닥150 선물 ETN),삼성증권 인버스 2X 코스닥150 선물 ETN 투자유의 안내.,소식,"투자유의 안내는 투자자 주의 환기 목적의 공시로, 직접적 호재나 악재가 아닙니다.",016360,삼성증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068328,KB RISE 미국반도체인버스증권상장지수투자신탁(주식-파생형)(합성 H) ETF 괴리율 초과 발생,KB RISE 미국반도체인버스 ETF 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과는 투자 참고용 정보로, 주가에 직접적인 영향을 주지 않습니다.",(합성 H),KB,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068304,미래에셋증권(주) 상장지수증권 투자유의 안내(미래에셋 인버스 2X 코스닥150 선물 ETN),미래에셋 인버스 2X 코스닥150 선물 ETN 투자유의 안내.,소식,"투자유의 안내는 투자자 주의 환기 목적의 공시로, 주가에 직접적 영향을 주지 않습니다.",006800,미래에셋증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068342,미래에셋 TIGER 반도체TOP10레버리지증권상장지수투자신탁(주식-파생형) ETF 괴리율 초과 발생,미래에셋 TIGER 반도체TOP10레버리지 ETF의 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과는 투자 유의 안내로, 주가에 직접적 긍정·부정 영향이 없는 중립적 공시입니다.",10레버리지,미래에셋 TIGER 반도체TOP10레버리지,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068332,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형) ETF 괴리율 초과 발생,미래에셋 TIGER200커버드콜 ETF의 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과는 투자자 유의 목적의 안내로, 주가에 직접적인 영향을 주지 않는 중립적 내용입니다.",00커버드콜,미래에셋 TIGER200커버드콜,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068303,삼성증권(주) 상장지수증권 투자유의 안내(삼성 인버스 2X WTI원유 선물 ETN),삼성증권 인버스 2X WTI원유 선물 ETN 투자 유의 안내.,소식,"투자 유의 안내는 투자자 보호를 위한 공지로, 주가에 직접적인 영향을 주지 않는 중립적 공시입니다.",530036,삼성 인버스 2X WTI원유 선물 ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068334,미래에셋 TIGER TSMC파운드리밸류체인증권상장지수투자신탁(주식) ETF 괴리율 초과 발생,미래에셋 TIGER TSMC파운드리밸류체인 ETF의 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과는 투자 유의 목적의 안내로, 주가에 직접적인 영향을 주지 않는 중립적 내용입니다.",드리밸류체인,미래에셋 TIGER TSMC파운드리밸류체인,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068335,미래에셋 TIGER 글로벌AI액티브증권상장지수투자신탁(주식) ETF 괴리율 초과 발생,미래에셋 TIGER 글로벌AI액티브 ETF의 괴리율 초과 발생 안내.,소식,"ETF 괴리율 초과는 투자자 유의 목적의 안내로, 주가에 직접적인 영향을 주지 않는 중립적 공시입니다.",벌AI액티브,미래에셋 TIGER 글로벌AI액티브,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068298,KB증권(주) 상장지수증권 투자유의 안내(KB 인버스 2X KOSDAQ 150 선물 ETN),KB증권의 상장지수증권(ETN)에 대한 투자유의 안내 공시.,소식,"투자유의 안내는 투자자 보호를 위한 일반적 공지로, 주가에 직접적 영향이 크지 않습니다.",현대증권,KB증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068298,KB증권(주) 상장지수증권 투자유의 안내(KB 인버스 2X KOSDAQ 150 선물 ETN),KB증권의 상장지수증권(ETN)에 대한 투자유의 안내 공시.,소식,"투자유의 안내는 투자자 보호를 위한 일반적 공지로, 주가에 직접적 영향이 크지 않습니다.",580044,KB 인버스 2X KOSDAQ 150 선물 ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068333,미래에셋 TIGER BBIG레버리지 증권상장지수투자신탁(주식-파생형) ETF 괴리율 초과 발생,미래에셋 TIGER BBIG레버리지 ETF에서 괴리율 초과 현상 발생.,악재,ETF 괴리율 초과는 상품 가격 왜곡으로 투자자 신뢰 저하 및 단기적 주가 하락 요인이 될 수 있습니다.,IG레버리지,미래에셋,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068333,미래에셋 TIGER BBIG레버리지 증권상장지수투자신탁(주식-파생형) ETF 괴리율 초과 발생,미래에셋 TIGER BBIG레버리지 ETF에서 괴리율 초과 현상 발생.,악재,ETF 괴리율 초과는 상품 가격 왜곡으로 투자자 신뢰 저하 및 단기적 주가 하락 요인이 될 수 있습니다.,412560,TIGER BBIG레버리지,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068315,키움 KIWOOM 200선물인버스증권상장지수투자신탁[주식-파생형] ETF 괴리율 초과 발생,키움 KIWOOM 200선물인버스 ETF에서 괴리율 초과 현상 발생.,악재,ETF 괴리율 초과는 투자자에게 부정적 신호로 작용해 단기적으로 주가에 악영향을 줄 수 있습니다.,039490,키움증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068315,키움 KIWOOM 200선물인버스증권상장지수투자신탁[주식-파생형] ETF 괴리율 초과 발생,키움 KIWOOM 200선물인버스 ETF에서 괴리율 초과 현상 발생.,악재,ETF 괴리율 초과는 투자자에게 부정적 신호로 작용해 단기적으로 주가에 악영향을 줄 수 있습니다.,253240,KIWOOM 200선물인버스,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068287,삼성증권(주) 상장지수증권 괴리율 초과 발생(삼성 iSelect 조선 TOP10 TR ETN),삼성증권의 조선 TOP10 TR ETN에서 괴리율 초과 현상 발생.,악재,괴리율 초과는 ETN 상품의 가격 신뢰도 저하로 투자자 불안 및 주가 하락 요인이 됩니다.,016360,삼성증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068287,삼성증권(주) 상장지수증권 괴리율 초과 발생(삼성 iSelect 조선 TOP10 TR ETN),삼성증권의 조선 TOP10 TR ETN에서 괴리율 초과 현상 발생.,악재,괴리율 초과는 ETN 상품의 가격 신뢰도 저하로 투자자 불안 및 주가 하락 요인이 됩니다.,530139,삼성 iSelect 조선 TOP10 TR ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068278,KB증권(주) 상장지수증권 괴리율 초과 발생(KB 레버리지 2차전지 TOP 10 TR ETN),KB증권의 2차전지 TOP 10 TR ETN에서 괴리율 초과 현상 발생.,악재,괴리율 초과는 상품 신뢰도 저하로 투자자에게 부정적 영향을 미칠 수 있습니다.,현대증권,KB증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068278,KB증권(주) 상장지수증권 괴리율 초과 발생(KB 레버리지 2차전지 TOP 10 TR ETN),KB증권의 2차전지 TOP 10 TR ETN에서 괴리율 초과 현상 발생.,악재,괴리율 초과는 상품 신뢰도 저하로 투자자에게 부정적 영향을 미칠 수 있습니다.,580070,KB 레버리지 2차전지 TOP 10 TR ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068284,엔에이치투자증권(주) 상장지수증권 괴리율 초과 발생(N2 월간 레버리지 코스피 200 선물 ETN),엔에이치투자증권 ETN 괴리율 초과 발생 공시.,악재,상장지수증권(ETN)의 괴리율 초과는 투자자 신뢰 저하 및 시장 가격 왜곡으로 부정적 영향을 미칠 수 있습니다.,NH투자증권,엔에이치투자증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068277,한국투자 ACE TDF장기자산배분액티브증권상장지수투자신탁(주식혼합-재간접형) ETF 상관계수 기준 미달 발생,ACE TDF장기자산배분액티브 ETF 상관계수 기준 미달 발생.,악재,ETF의 상관계수 기준 미달은 운용 효율성 저하 및 투자자 신뢰 하락으로 부정적 영향을 줄 수 있습니다.,산배분액티브,한국투자증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068309,한국투자 ACE 글로벌AI맞춤형반도체증권상장지수투자신탁(주식) ETF 괴리율 초과 발생,ACE 글로벌AI맞춤형반도체 ETF 괴리율 초과 발생.,악재,ETF 괴리율 초과는 시장 가격과 기준가격의 차이로 투자자에게 불리하게 작용할 수 있습니다.,맞춤형반도체,한국투자증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068282,타임폴리오 TIME 글로벌탑픽액티브증권상장지수투자신탁(주식-재간접형) ETF 상관계수 기준 미달 발생,TIME 글로벌탑픽액티브 ETF 상관계수 기준 미달 발생.,악재,상관계수 기준 미달은 ETF 운용의 안정성 저하 및 투자자 신뢰에 부정적 영향을 미칠 수 있습니다.,벌탑픽액티브,타임폴리오,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068310,한국투자 ACE 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성) ETF 괴리율 초과 발생,ACE 러시아MSCI ETF 괴리율 초과 발생.,악재,ETF 괴리율 초과는 투자자에게 불리한 가격 형성 및 시장 신뢰 저하로 이어질 수 있습니다.,CI(합성),한국투자증권,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068317,삼성 KODEX 미국AI광통신네트워크증권상장지수투자신탁[주식] ETF 괴리율 초과 발생,삼성 KODEX 미국AI광통신네트워크 ETF 괴리율 초과 발생 공시.,소식,ETF 괴리율 초과는 투자자 유의사항이나 주가에 직접적인 영향은 제한적이므로 중립적 소식으로 분류합니다.,통신네트워크,삼성 KODEX 미국AI광통신네트워크증권상장지수투자신탁,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068314,키움 KIWOOM 200선물레버리지증권상장지수투자신탁[주식-파생형] ETF 괴리율 초과 발생,키움 KIWOOM 200선물레버리지 ETF 괴리율 초과 발생 공시.,소식,"ETF 괴리율 초과는 투자자 참고사항으로, 주가에 직접적인 영향은 없으므로 소식으로 분류합니다.",선물레버리지,키움 KIWOOM 200선물레버리지증권상장지수투자신탁,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068279,KB증권(주) 상장지수증권 괴리율 초과 발생(KB 레버리지 KOSDAQ 150 선물 ETN),KB 레버리지 KOSDAQ 150 선물 ETN 괴리율 초과 발생 공시.,소식,ETN 괴리율 초과는 투자자 유의사항이지만 주가에 직접적인 영향은 제한적이므로 소식으로 분류합니다.,580043,KB 레버리지 KOSDAQ 150 선물 ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068283,엔에이치투자증권(주) 상장지수증권 괴리율 초과 발생(N2 방위산업 Top5 ETN),N2 방위산업 Top5 ETN 괴리율 초과 발생 공시.,소식,"ETN 괴리율 초과는 투자자 참고사항으로, 주가에 직접적인 영향은 없으므로 소식으로 분류합니다.",550091,N2 방위산업 Top5 ETN,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068280,한국투자 ACE 애플밸류체인액티브증권상장지수투자신탁(주식) ETF 상관계수 기준 미달 발생,한국투자 ACE 애플밸류체인액티브 ETF 상관계수 기준 미달 발생 공시.,소식,"상관계수 기준 미달은 투자자 참고사항으로, 주가에 직접적인 영향은 없으므로 소식으로 분류합니다.",류체인액티브,한국투자 ACE 애플밸류체인액티브증권상장지수투자신탁,2026-06-18T09:14:08.208Z,2026-06-18
2,20260618,20260618_068319,삼성액티브 KoAct 글로벌AI&로봇액티브증권상장지수투자신탁[주식] ETF 괴리율 초과 발생,삼성액티브 글로벌AI&로봇액티브 ETF 괴리율 초과 발생 공시.,소식,"ETF의 괴리율 초과는 투자자 유의사항이지만, 주가에 직접적인 영향은 없으므로 소식으로 분류합니다.",&로봇액티브,삼성액티브 KoAct 글로벌AI&로봇액티브증권상장지수투자신탁[주식],2026-06-18T09:14:08.208Z,2026-06-18
